Project ID,Project Name,Project Type,Location,Start Date,End Date,Project Status,Priority,Task ID,Task Name,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Progress,Depends_On_Task,Complexity_Score,Estimated_Hours,Resource_Role,Bug_Density,Scope_Change_Frequency,Task_Due_Date,Risk_Score,Severity
P038,Commercial Center Construction Project 038,Construction,Michigan,15/01/2024,04/03/2024,Behind,High,T003,Task 003 of Commercial Center Construction Project 038,In Progress,Charlie,32,6348,0,0.21,,6,26,Developer,6.6,3,27/02/2024,0.93,Critical
P039,Highway Reconstruction Project 039,Other,Virginia,25/01/2024,23/03/2024,Completed,High,T001,Task 001 of Highway Reconstruction Project 039,Completed,Charlie,39,5312,4818,1.0,,4,48,Developer,2.23,1,22/03/2024,0.18,Low
P039,Highway Reconstruction Project 039,Other,Virginia,25/01/2024,31/03/2024,Completed,High,T002,Task 002 of Highway Reconstruction Project 039,Pending,Ivy,2,9232,0,0.24,T001,9,1,QA Engineer,0.25,0,29/03/2024,0.14,Low
P039,Highway Reconstruction Project 039,Other,Michigan,25/01/2024,03/04/2024,Completed,Medium,T003,Task 003 of Highway Reconstruction Project 039,Completed,Eve,6,3291,2824,1.0,T002,2,7,Designer,1.97,0,23/03/2024,0.11,Low
P040,Airport Expansion Project 040,Other,Florida,26/01/2024,25/09/2024,Behind,Medium,T001,Task 001 of Airport Expansion Project 040,Pending,David,21,4414,0,0.24,,10,24,DevOps,7.52,5,23/09/2024,1.0,Critical
P040,Airport Expansion Project 040,Other,Virginia,26/01/2024,29/07/2024,Behind,Medium,T002,Task 002 of Airport Expansion Project 040,In Progress,David,21,9998,0,0.29,T001,2,27,DevOps,5.1,5,22/07/2024,0.92,Critical
P040,Airport Expansion Project 040,Other,Michigan,26/01/2024,14/08/2024,Behind,High,T003,Task 003 of Airport Expansion Project 040,Pending,Charlie,21,4869,0,0.54,,8,26,Developer,7.1,2,31/07/2024,0.99,Critical
P041,Shopping Mall Renovation Project 041,Renovation,Pennsylvania,17/03/2024,21/03/2024,Completed,High,T001,Task 001 of Shopping Mall Renovation Project 041,Completed,Eve,32,3746,3514,1.0,,9,38,Designer,0.97,1,10/03/2024,0.08,Low
P041,Shopping Mall Renovation Project 041,Renovation,Florida,17/03/2024,21/03/2024,Completed,Medium,T002,Task 002 of Shopping Mall Renovation Project 041,Pending,Eve,30,5413,0,0.93,T001,9,22,Designer,1.41,1,13/03/2024,0.06,Low
P041,Shopping Mall Renovation Project 041,Renovation,Georgia,17/03/2024,21/03/2024,Completed,Medium,T003,Task 003 of Shopping Mall Renovation Project 041,In Progress,Alice,28,6416,0,0.8,,9,38,Project Manager,0.4,0,16/03/2024,0.14,Low
P042,University Dormitory Construction Project 042,Construction,North Carolina,31/01/2024,29/05/2024,Behind,High,T001,Task 001 of University Dormitory Construction Project 042,In Progress,Frank,32,5512,0,0.05,,2,37,Designer,3.11,4,27/05/2024,0.74,High
P042,University Dormitory Construction Project 042,Construction,California,31/01/2024,30/07/2024,Behind,High,T002,Task 002 of University Dormitory Construction Project 042,Pending,Bob,7,6632,0,0.36,T001,10,9,Developer,7.55,2,23/07/2024,0.98,Critical
P042,University Dormitory Construction Project 042,Construction,New Jersey,31/01/2024,02/08/2024,Behind,Medium,T003,Task 003 of University Dormitory Construction Project 042,Pending,Alice,29,3321,0,0.66,T002,8,36,Project Manager,7.54,3,25/07/2024,0.93,Critical
P043,Sports Stadium Upgrade Project 043,Other,California,05/01/2024,02/06/2024,On Track,High,T001,Task 001 of Sports Stadium Upgrade Project 043,In Progress,Alice,35,9960,0,0.28,,8,42,Project Manager,2.4,0,26/05/2024,0.43,Medium
P043,Sports Stadium Upgrade Project 043,Other,Virginia,05/01/2024,12/05/2024,On Track,High,T002,Task 002 of Sports Stadium Upgrade Project 043,Completed,Bob,6,7019,6569,1.0,,7,6,Developer,2.28,0,07/05/2024,0.23,Low
P043,Sports Stadium Upgrade Project 043,Other,North Carolina,05/01/2024,23/06/2024,On Track,High,T003,Task 003 of Sports Stadium Upgrade Project 043,Completed,David,19,2549,2168,1.0,T002,9,16,DevOps,2.19,0,10/06/2024,0.28,Low
P044,Public Library Renovation Project 044,Renovation,Georgia,05/04/2024,30/07/2024,Behind,High,T001,Task 001 of Public Library Renovation Project 044,Pending,Grace,34,4587,0,0.54,,4,45,Designer,4.08,5,24/07/2024,0.71,High
P044,Public Library Renovation Project 044,Renovation,New Jersey,05/04/2024,18/09/2024,Behind,Low,T002,Task 002 of Public Library Renovation Project 044,Completed,Charlie,8,4629,4482,1.0,T001,9,6,Developer,5.53,5,09/09/2024,0.88,Critical
P044,Public Library Renovation Project 044,Renovation,Washington,05/04/2024,14/09/2024,Behind,High,T003,Task 003 of Public Library Renovation Project 044,In Progress,Charlie,30,4113,0,0.06,T002,10,36,Developer,5.7,2,03/09/2024,1.0,Critical
P045,Building a Park Project 045,Other,Ohio,11/06/2024,14/07/2024,Completed,Medium,T001,Task 001 of Building a Park Project 045,Completed,Ivy,25,3423,3361,1.0,,1,34,QA Engineer,1.21,0,11/07/2024,0.17,Low
P045,Building a Park Project 045,Other,Texas,11/06/2024,25/02/2025,Completed,High,T002,Task 002 of Building a Park Project 045,In Progress,Charlie,39,2297,0,0.55,T001,5,28,Developer,1.27,0,13/02/2025,0.06,Low
P045,Building a Park Project 045,Other,Virginia,11/06/2024,14/07/2024,Completed,Low,T003,Task 003 of Building a Park Project 045,Completed,Bob,39,2868,2425,1.0,T002,3,29,Developer,1.66,0,04/07/2024,0.05,Low
P046,Renovation of a School Project 046,Renovation,California,13/06/2024,16/06/2024,Completed,High,T001,Task 001 of Renovation of a School Project 046,In Progress,Bob,39,1771,0,0.51,,9,30,Developer,1.73,0,02/06/2024,0.1,Low
P046,Renovation of a School Project 046,Renovation,North Carolina,13/06/2024,16/06/2024,Completed,Medium,T002,Task 002 of Renovation of a School Project 046,Pending,Eve,25,1781,0,0.43,,3,24,Designer,2.33,0,13/06/2024,0.18,Low
P046,Renovation of a School Project 046,Renovation,Florida,13/06/2024,18/06/2024,Completed,High,T003,Task 003 of Renovation of a School Project 046,In Progress,Eve,11,7012,0,0.18,T002,6,10,Designer,2.06,0,06/06/2024,0.17,Low
P047,Innovation of a Classroom Project 047,Innovation,Florida,27/06/2024,30/07/2024,On Hold,High,T001,Task 001 of Innovation of a Classroom Project 047,Completed,Eve,36,2554,2262,1.0,,6,43,Designer,3.11,2,16/07/2024,0.63,High
P047,Innovation of a Classroom Project 047,Innovation,Illinois,27/06/2024,09/01/2025,On Hold,High,T002,Task 002 of Innovation of a Classroom Project 047,In Progress,Charlie,24,8357,0,0.68,T001,9,23,Developer,1.01,0,08/01/2025,0.45,Medium
P047,Innovation of a Classroom Project 047,Innovation,Pennsylvania,27/06/2024,25/09/2024,On Hold,High,T003,Task 003 of Innovation of a Classroom Project 047,Completed,David,18,9034,8655,1.0,T002,3,16,DevOps,2.26,2,19/09/2024,0.5,Medium
P048,Construction of a Hospital Wing Project 048,Construction,Florida,09/06/2024,15/12/2024,Completed,High,T001,Task 001 of Construction of a Hospital Wing Project 048,In Progress,David,35,5180,0,0.49,,3,39,DevOps,0.4,0,13/12/2024,0.12,Low
P048,Construction of a Hospital Wing Project 048,Construction,Virginia,09/06/2024,31/10/2024,Completed,Low,T002,Task 002 of Construction of a Hospital Wing Project 048,Pending,Grace,14,5368,0,0.96,,8,13,Designer,0.58,1,21/10/2024,0.04,Low
P048,Construction of a Hospital Wing Project 048,Construction,Florida,09/06/2024,02/11/2024,Completed,Medium,T003,Task 003 of Construction of a Hospital Wing Project 048,In Progress,David,4,3812,0,0.97,T002,10,5,DevOps,2.22,1,29/10/2024,0.14,Low
P049,Road Expansion Project 049,Infrastructure,Pennsylvania,02/07/2024,11/08/2024,Completed,Medium,T001,Task 001 of Road Expansion Project 049,Completed,Grace,20,2237,2196,1.0,,5,15,Designer,2.27,1,02/08/2024,0.17,Low
P049,Road Expansion Project 049,Infrastructure,Texas,02/07/2024,13/08/2024,Completed,Low,T002,Task 002 of Road Expansion Project 049,Pending,Ivy,35,8742,0,0.44,,8,24,QA Engineer,1.32,1,03/08/2024,0.08,Low
P049,Road Expansion Project 049,Infrastructure,New York,02/07/2024,23/08/2024,Completed,Medium,T003,Task 003 of Road Expansion Project 049,Pending,Charlie,8,2613,0,0.76,T002,7,9,Developer,0.41,0,21/08/2024,0.12,Low
P050,Bridge Maintenance Project 050,Maintenance,Illinois,12/06/2024,22/07/2024,On Track,High,T001,Task 001 of Bridge Maintenance Project 050,In Progress,Eve,38,9467,0,0.71,,8,44,Designer,0.67,1,14/07/2024,0.33,Medium
P050,Bridge Maintenance Project 050,Maintenance,Virginia,12/06/2024,25/07/2024,On Track,High,T002,Task 002 of Bridge Maintenance Project 050,Completed,Grace,40,1380,1005,1.0,T001,9,29,Designer,1.7,1,15/07/2024,0.15,Low
P050,Bridge Maintenance Project 050,Maintenance,Pennsylvania,12/06/2024,31/07/2024,On Track,High,T003,Task 003 of Bridge Maintenance Project 050,In Progress,David,18,1169,0,0.09,T002,1,16,DevOps,0.79,0,27/07/2024,0.2,Low
P051,Office Building Renovation Project 051,Renovation,Ohio,23/03/2024,12/12/2024,Behind,Low,T001,Task 001 of Office Building Renovation Project 051,Pending,Alice,19,7063,0,0.03,,2,23,Project Manager,7.54,5,10/12/2024,0.99,Critical
P051,Office Building Renovation Project 051,Renovation,Virginia,23/03/2024,25/09/2024,Behind,High,T002,Task 002 of Office Building Renovation Project 051,Completed,Frank,27,3221,3074,1.0,T001,9,28,Designer,4.95,5,14/09/2024,0.79,High
P051,Office Building Renovation Project 051,Renovation,Florida,23/03/2024,21/10/2024,Behind,High,T003,Task 003 of Office Building Renovation Project 051,In Progress,Ivy,12,1201,0,0.41,T002,5,10,QA Engineer,6.08,5,16/10/2024,1.0,Critical
P052,Apartment Complex Development Project 052,Other,Virginia,27/05/2024,27/07/2025,On Hold,Low,T001,Task 001 of Apartment Complex Development Project 052,In Progress,Ivy,19,8114,9104,0.88,,7,24,QA Engineer,1.83,2,21/07/2025,0.65,High
P052,Apartment Complex Development Project 052,Other,Ohio,27/05/2024,11/06/2025,On Hold,Low,T002,Task 002 of Apartment Complex Development Project 052,Pending,Grace,14,7222,0,0.19,,4,12,Designer,2.92,0,02/06/2025,0.63,High
P052,Apartment Complex Development Project 052,Other,Illinois,27/05/2024,22/08/2025,On Hold,High,T003,Task 003 of Apartment Complex Development Project 052,In Progress,Ivy,9,2022,0,0.63,T002,9,9,QA Engineer,3.61,0,18/08/2025,0.49,Medium
P053,Commercial Center Construction Project 053,Construction,Texas,18/06/2024,27/11/2024,On Track,Low,T001,Task 001 of Commercial Center Construction Project 053,In Progress,Alice,3,9700,0,0.48,,2,2,Project Manager,0.97,0,17/11/2024,0.32,Medium
P053,Commercial Center Construction Project 053,Construction,New Jersey,18/06/2024,21/10/2024,On Track,High,T002,Task 002 of Commercial Center Construction Project 053,Pending,Charlie,21,7624,0,0.45,T001,2,27,Developer,0.58,0,14/10/2024,0.14,Low
P053,Commercial Center Construction Project 053,Construction,Ohio,18/06/2024,07/11/2024,On Track,High,T003,Task 003 of Commercial Center Construction Project 053,Pending,Charlie,6,9072,0,0.66,T002,7,5,Developer,2.13,1,26/10/2024,0.4,Medium
P054,Highway Reconstruction Project 054,Other,New Jersey,15/04/2024,26/12/2024,Behind,High,T001,Task 001 of Highway Reconstruction Project 054,Pending,Charlie,25,6793,0,0.95,,5,32,Developer,4.58,5,23/12/2024,0.9,Critical
P054,Highway Reconstruction Project 054,Other,California,15/04/2024,06/03/2025,Behind,High,T002,Task 002 of Highway Reconstruction Project 054,Pending,Ivy,33,2398,0,0.32,T001,7,28,QA Engineer,7.95,4,21/02/2025,0.97,Critical
P054,Highway Reconstruction Project 054,Other,New York,15/04/2024,29/04/2025,Behind,Low,T003,Task 003 of Highway Reconstruction Project 054,In Progress,Eve,16,9449,0,0.75,T002,1,20,Designer,3.38,3,23/04/2025,0.7,High
P055,Airport Expansion Project 055,Other,Virginia,28/08/2024,21/04/2025,On Hold,High,T001,Task 001 of Airport Expansion Project 055,In Progress,David,17,8386,0,0.36,,2,19,DevOps,1.32,0,11/04/2025,0.6,High
P055,Airport Expansion Project 055,Other,Illinois,28/08/2024,28/08/2025,On Hold,High,T002,Task 002 of Airport Expansion Project 055,Pending,David,29,4294,0,0.17,T001,6,27,DevOps,3.56,0,20/08/2025,0.73,High
P055,Airport Expansion Project 055,Other,Michigan,28/08/2024,05/09/2025,On Hold,High,T003,Task 003 of Airport Expansion Project 055,In Progress,Alice,27,8340,0,0.09,,5,21,Project Manager,1.7,0,27/08/2025,0.56,Medium
P056,Shopping Mall Renovation Project 056,Renovation,Pennsylvania,15/08/2024,25/09/2024,Completed,High,T001,Task 001 of Shopping Mall Renovation Project 056,Completed,Eve,25,3548,3528,1.0,,8,27,Designer,2.46,1,11/09/2024,0.1,Low
P056,Shopping Mall Renovation Project 056,Renovation,California,15/08/2024,02/11/2024,Completed,Low,T002,Task 002 of Shopping Mall Renovation Project 056,In Progress,Eve,23,9545,0,0.08,T001,2,28,Designer,0.51,1,27/10/2024,0.11,Low
P056,Shopping Mall Renovation Project 056,Renovation,Florida,15/08/2024,04/11/2024,Completed,High,T003,Task 003 of Shopping Mall Renovation Project 056,In Progress,Alice,40,1449,0,0.19,T002,2,37,Project Manager,2.44,1,26/10/2024,0.17,Low
P057,University Dormitory Construction Project 057,Construction,North Carolina,23/03/2024,15/06/2025,On Track,Medium,T001,Task 001 of University Dormitory Construction Project 057,In Progress,Frank,20,9728,0,0.15,,7,25,Designer,1.43,0,02/06/2025,0.42,Medium
P057,University Dormitory Construction Project 057,Construction,New York,23/03/2024,25/04/2024,On Track,High,T002,Task 002 of University Dormitory Construction Project 057,Completed,Bob,6,6762,6621,1.0,,5,7,Developer,1.31,1,21/04/2024,0.38,Medium
P057,University Dormitory Construction Project 057,Construction,California,23/03/2024,29/12/2024,On Track,Low,T003,Task 003 of University Dormitory Construction Project 057,In Progress,Alice,28,4093,0,0.66,,4,27,Project Manager,1.36,1,15/12/2024,0.2,Low
P058,Sports Stadium Upgrade Project 058,Other,New Jersey,24/07/2024,26/08/2024,On Hold,High,T001,Task 001 of Sports Stadium Upgrade Project 058,Completed,Alice,20,9027,8655,1.0,,4,20,Project Manager,1.15,0,20/08/2024,0.42,Medium
P058,Sports Stadium Upgrade Project 058,Other,Georgia,24/07/2024,04/09/2025,On Hold,Low,T002,Task 002 of Sports Stadium Upgrade Project 058,Pending,Bob,10,4949,0,0.99,T001,1,12,Developer,2.76,0,30/08/2025,0.43,Medium
P058,Sports Stadium Upgrade Project 058,Other,Georgia,24/07/2024,06/07/2025,On Hold,Low,T003,Task 003 of Sports Stadium Upgrade Project 058,Pending,David,3,1671,0,0.93,T002,9,3,DevOps,3.86,0,03/07/2025,0.41,Medium
P059,Public Library Renovation Project 059,Renovation,North Carolina,08/02/2024,31/08/2024,On Hold,High,T001,Task 001 of Public Library Renovation Project 059,Pending,Grace,2,1634,0,0.47,,8,2,Designer,2.93,1,26/08/2024,0.47,Medium
P059,Public Library Renovation Project 059,Renovation,Pennsylvania,08/02/2024,24/07/2024,On Hold,High,T002,Task 002 of Public Library Renovation Project 059,Completed,Alice,34,9178,8962,1.0,T001,2,30,Project Manager,3.31,0,23/07/2024,0.56,Medium
P059,Public Library Renovation Project 059,Renovation,Ohio,08/02/2024,13/07/2024,On Hold,High,T003,Task 003 of Public Library Renovation Project 059,Completed,Charlie,33,5369,4897,1.0,T002,6,45,Developer,2.74,2,10/07/2024,0.63,High
P060,Building a Park Project 060,Other,Georgia,04/07/2024,16/11/2024,On Hold,Medium,T001,Task 001 of Building a Park Project 060,Pending,Ivy,8,4383,0,0.44,,7,10,QA Engineer,1.15,0,09/11/2024,0.62,High
P060,Building a Park Project 060,Other,Texas,04/07/2024,25/09/2024,On Hold,High,T002,Task 002 of Building a Park Project 060,Completed,Alice,5,9106,8788,1.0,T001,7,4,Project Manager,2.41,0,21/09/2024,0.58,Medium
P060,Building a Park Project 060,Other,Washington,04/07/2024,26/10/2024,On Hold,High,T003,Task 003 of Building a Park Project 060,In Progress,Bob,34,7376,0,0.37,T002,8,29,Developer,1.91,1,14/10/2024,0.43,Medium
P061,Renovation of a School Project 061,Renovation,Georgia,14/06/2024,05/05/2025,On Hold,Low,T001,Task 001 of Renovation of a School Project 061,Pending,Bob,31,4564,0,0.84,,10,31,Developer,1.48,1,02/05/2025,0.41,Medium
P061,Renovation of a School Project 061,Renovation,New Jersey,14/06/2024,21/05/2025,On Hold,Medium,T002,Task 002 of Renovation of a School Project 061,In Progress,Eve,34,6685,0,0.25,T001,4,32,Designer,1.22,0,17/05/2025,0.73,High
P061,Renovation of a School Project 061,Renovation,New Jersey,14/06/2024,07/09/2025,On Hold,Medium,T003,Task 003 of Renovation of a School Project 061,In Progress,Eve,36,3548,0,0.0,,4,40,Designer,2.31,0,24/08/2025,0.58,Medium
P062,Innovation of a Classroom Project 062,Innovation,Washington,27/07/2024,24/03/2025,On Hold,High,T001,Task 001 of Innovation of a Classroom Project 062,Pending,Eve,11,5997,0,0.11,,10,11,Designer,3.43,2,23/03/2025,0.65,High
P062,Innovation of a Classroom Project 062,Innovation,New York,27/07/2024,25/09/2024,On Hold,High,T002,Task 002 of Innovation of a Classroom Project 062,Completed,Charlie,16,3180,3081,1.0,T001,10,14,Developer,2.6,2,22/09/2024,0.54,Medium
P062,Innovation of a Classroom Project 062,Innovation,New York,27/07/2024,22/02/2025,On Hold,High,T003,Task 003 of Innovation of a Classroom Project 062,Pending,David,38,2178,0,0.15,,3,35,DevOps,2.98,0,15/02/2025,0.55,Medium
P063,Construction of a Hospital Wing Project 063,Construction,Pennsylvania,16/07/2024,07/01/2025,On Track,High,T001,Task 001 of Construction of a Hospital Wing Project 063,In Progress,David,5,2944,0,0.55,,8,5,DevOps,1.48,0,27/12/2024,0.13,Low
P063,Construction of a Hospital Wing Project 063,Construction,California,16/07/2024,18/08/2024,On Track,High,T002,Task 002 of Construction of a Hospital Wing Project 063,Completed,Grace,31,7376,6945,1.0,,4,38,Designer,1.89,0,17/08/2024,0.24,Low
P063,Construction of a Hospital Wing Project 063,Construction,Florida,16/07/2024,11/04/2025,On Track,Low,T003,Task 003 of Construction of a Hospital Wing Project 063,In Progress,David,2,6433,0,0.68,T002,7,1,DevOps,0.76,1,07/04/2025,0.24,Low
P064,Road Expansion Project 064,Infrastructure,Texas,22/06/2024,25/09/2024,Behind,Low,T001,Task 001 of Road Expansion Project 064,Completed,Grace,30,5551,5315,1.0,,3,38,Designer,4.13,4,21/09/2024,0.64,High
P064,Road Expansion Project 064,Infrastructure,Illinois,22/06/2024,25/07/2024,Behind,Medium,T002,Task 002 of Road Expansion Project 064,Completed,Ivy,6,9127,8751,1.0,,8,4,QA Engineer,6.47,2,19/07/2024,1.0,Critical
P064,Road Expansion Project 064,Infrastructure,Virginia,22/06/2024,25/09/2024,Behind,High,T003,Task 003 of Road Expansion Project 064,Completed,Charlie,40,9168,9025,1.0,,9,30,Developer,5.36,3,24/09/2024,0.73,High
P065,Bridge Maintenance Project 065,Maintenance,New York,06/01/2024,08/02/2024,On Track,High,T001,Task 001 of Bridge Maintenance Project 065,Completed,Eve,18,2284,2142,1.0,,7,17,Designer,2.12,1,02/02/2024,0.22,Low
P065,Bridge Maintenance Project 065,Maintenance,Florida,06/01/2024,25/10/2024,On Track,Medium,T002,Task 002 of Bridge Maintenance Project 065,In Progress,Grace,26,4973,0,0.41,T001,10,26,Designer,2.25,0,12/10/2024,0.32,Medium
P065,Bridge Maintenance Project 065,Maintenance,North Carolina,06/01/2024,30/09/2024,On Track,High,T003,Task 003 of Bridge Maintenance Project 065,Pending,Alice,26,7992,0,0.6,,2,26,Project Manager,0.49,0,28/09/2024,0.34,Medium
P066,Office Building Renovation Project 066,Renovation,Georgia,04/05/2024,23/11/2024,Completed,High,T001,Task 001 of Office Building Renovation Project 066,In Progress,Alice,32,3669,0,0.53,,6,24,Project Manager,0.22,0,17/11/2024,0.08,Low
P066,Office Building Renovation Project 066,Renovation,Georgia,04/05/2024,06/11/2024,Completed,High,T002,Task 002 of Office Building Renovation Project 066,Pending,Frank,20,6395,0,0.55,,6,14,Designer,1.07,0,26/10/2024,0.16,Low
P066,Office Building Renovation Project 066,Renovation,North Carolina,04/05/2024,13/09/2024,Completed,Medium,T003,Task 003 of Office Building Renovation Project 066,Pending,Ivy,1,4445,0,0.61,T002,4,1,QA Engineer,1.61,0,06/09/2024,0.01,Low
P067,Apartment Complex Development Project 067,Other,Washington,30/01/2024,12/01/2025,Completed,Low,T001,Task 001 of Apartment Complex Development Project 067,In Progress,Ivy,10,1599,0,0.04,,9,13,QA Engineer,2.5,1,31/12/2024,0.15,Low
P067,Apartment Complex Development Project 067,Other,Texas,30/01/2024,26/12/2024,Completed,Medium,T002,Task 002 of Apartment Complex Development Project 067,In Progress,Grace,4,9597,0,0.71,,4,3,Designer,0.56,1,19/12/2024,0.1,Low
P067,Apartment Complex Development Project 067,Other,New York,30/01/2024,03/03/2024,Completed,High,T003,Task 003 of Apartment Complex Development Project 067,Completed,Ivy,8,2143,1984,1.0,T002,10,8,QA Engineer,1.47,0,02/03/2024,0.17,Low
P068,Commercial Center Construction Project 068,Construction,New York,30/01/2024,28/05/2025,Behind,Low,T001,Task 001 of Commercial Center Construction Project 068,Pending,Alice,28,6658,0,0.48,,10,19,Project Manager,6.64,3,14/05/2025,1.0,Critical
P068,Commercial Center Construction Project 068,Construction,Illinois,30/01/2024,13/02/2025,Behind,Low,T002,Task 002 of Commercial Center Construction Project 068,Pending,Charlie,32,8758,0,0.93,T001,5,26,Developer,4.84,5,06/02/2025,0.75,High
P068,Commercial Center Construction Project 068,Construction,California,30/01/2024,03/03/2024,Behind,High,T003,Task 003 of Commercial Center Construction Project 068,Completed,Charlie,8,9806,9477,1.0,T002,6,11,Developer,5.94,5,23/02/2024,1.0,Critical
P069,Highway Reconstruction Project 069,Other,Washington,25/02/2024,01/03/2025,On Track,High,T001,Task 001 of Highway Reconstruction Project 069,Pending,Charlie,16,3424,0,0.28,,10,19,Developer,2.16,1,22/02/2025,0.46,Medium
P069,Highway Reconstruction Project 069,Other,North Carolina,25/02/2024,14/08/2025,On Track,High,T002,Task 002 of Highway Reconstruction Project 069,In Progress,Ivy,36,8166,0,0.13,,4,30,QA Engineer,2.01,1,10/08/2025,0.34,Medium
P069,Highway Reconstruction Project 069,Other,North Carolina,25/02/2024,08/08/2025,On Track,Low,T003,Task 003 of Highway Reconstruction Project 069,Pending,Eve,3,9968,0,0.5,,2,4,Designer,1.62,1,02/08/2025,0.14,Low
P070,Airport Expansion Project 070,Other,California,28/02/2024,23/06/2025,Behind,High,T001,Task 001 of Airport Expansion Project 070,In Progress,Alice,0,9313,0,0.98,,3,1,Project Manager,7.41,4,11/06/2025,0.93,Critical
P070,Airport Expansion Project 070,Other,Michigan,28/02/2024,27/09/2025,Behind,High,T002,Task 002 of Airport Expansion Project 070,In Progress,David,21,4494,0,0.11,T001,1,22,DevOps,7.44,2,13/09/2025,1.0,Critical
P070,Airport Expansion Project 070,Other,Florida,28/02/2024,01/04/2024,Behind,High,T003,Task 003 of Airport Expansion Project 070,Completed,Alice,26,7738,7435,1.0,,7,35,Project Manager,7.13,2,18/03/2024,0.98,Critical
P071,Shopping Mall Renovation Project 071,Renovation,Virginia,10/02/2024,18/02/2024,On Track,High,T001,Task 001 of Shopping Mall Renovation Project 071,Completed,Eve,32,8568,8546,1.0,,4,27,Designer,1.02,0,06/02/2024,0.35,Medium
P071,Shopping Mall Renovation Project 071,Renovation,Texas,10/02/2024,19/02/2024,On Track,High,T002,Task 002 of Shopping Mall Renovation Project 071,In Progress,Eve,3,1052,0,0.62,,1,3,Designer,0.61,1,09/02/2024,0.19,Low
P071,Shopping Mall Renovation Project 071,Renovation,Pennsylvania,10/02/2024,17/02/2024,On Track,High,T003,Task 003 of Shopping Mall Renovation Project 071,Completed,Alice,10,7325,6853,1.0,T002,6,11,Project Manager,0.74,1,12/02/2024,0.13,Low
P072,University Dormitory Construction Project 072,Construction,Ohio,23/04/2024,27/05/2025,On Hold,High,T001,Task 001 of University Dormitory Construction Project 072,In Progress,Frank,20,7862,0,0.77,,10,25,Designer,1.93,2,21/05/2025,0.43,Medium
P072,University Dormitory Construction Project 072,Construction,Georgia,23/04/2024,26/05/2024,On Hold,High,T002,Task 002 of University Dormitory Construction Project 072,Completed,Bob,29,7708,7268,1.0,T001,2,34,Developer,2.79,1,24/05/2024,0.43,Medium
P072,University Dormitory Construction Project 072,Construction,New Jersey,23/04/2024,09/06/2025,On Hold,Medium,T003,Task 003 of University Dormitory Construction Project 072,Pending,Alice,0,3260,0,0.36,T002,6,1,Project Manager,2.11,1,08/06/2025,0.6,Medium
P073,Sports Stadium Upgrade Project 073,Other,Texas,06/05/2024,23/09/2024,Behind,Low,T001,Task 001 of Sports Stadium Upgrade Project 073,Completed,Alice,29,1702,1411,1.0,,1,28,Project Manager,5.38,3,10/09/2024,0.85,Critical
P073,Sports Stadium Upgrade Project 073,Other,Virginia,06/05/2024,22/08/2024,Behind,High,T002,Task 002 of Sports Stadium Upgrade Project 073,Completed,Bob,24,8403,8115,1.0,T001,8,29,Developer,5.56,2,19/08/2024,0.8,Critical
P073,Sports Stadium Upgrade Project 073,Other,Texas,06/05/2024,14/09/2024,Behind,High,T003,Task 003 of Sports Stadium Upgrade Project 073,Completed,David,14,4955,4586,1.0,T002,6,12,DevOps,7.05,5,01/09/2024,1.0,Critical
P074,Public Library Renovation Project 074,Renovation,New York,21/05/2024,26/07/2024,Behind,High,T001,Task 001 of Public Library Renovation Project 074,Pending,Grace,13,3533,0,0.74,,4,10,Designer,6.44,5,15/07/2024,0.88,Critical
P074,Public Library Renovation Project 074,Renovation,Washington,21/05/2024,01/08/2024,Behind,High,T002,Task 002 of Public Library Renovation Project 074,Pending,Alice,8,8279,0,0.18,,3,10,Project Manager,6.09,2,24/07/2024,0.92,Critical
P074,Public Library Renovation Project 074,Renovation,Texas,21/05/2024,17/07/2024,Behind,High,T003,Task 003 of Public Library Renovation Project 074,In Progress,Charlie,39,3680,0,0.05,T002,1,38,Developer,7.2,3,11/07/2024,0.96,Critical
P075,Building a Park Project 075,Other,Texas,11/05/2024,13/06/2024,Behind,Medium,T001,Task 001 of Building a Park Project 075,Completed,Ivy,11,8493,12398,1.0,,3,13,QA Engineer,7.7,2,05/06/2024,1.0,Critical
P075,Building a Park Project 075,Other,Washington,11/05/2024,12/09/2025,Behind,Medium,T002,Task 002 of Building a Park Project 075,Pending,Alice,11,3828,0,0.26,T001,7,14,Project Manager,3.15,2,01/09/2025,0.98,Critical
P075,Building a Park Project 075,Other,Virginia,11/05/2024,26/07/2025,Behind,Medium,T003,Task 003 of Building a Park Project 075,In Progress,Bob,0,6118,0,0.29,T002,3,1,Developer,5.28,5,14/07/2025,1.0,Critical
P076,Renovation of a School Project 076,Renovation,Michigan,11/07/2024,01/08/2024,On Track,High,T001,Task 001 of Renovation of a School Project 076,Pending,Bob,15,6558,0,0.71,,5,11,Developer,0.66,0,27/07/2024,0.33,Medium
P076,Renovation of a School Project 076,Renovation,New York,11/07/2024,11/08/2024,On Track,Medium,T002,Task 002 of Renovation of a School Project 076,Completed,Eve,19,1044,899,1.0,T001,5,17,Designer,1.26,1,10/08/2024,0.35,Medium
P076,Renovation of a School Project 076,Renovation,Ohio,11/07/2024,01/08/2024,On Track,High,T003,Task 003 of Renovation of a School Project 076,Pending,Eve,10,7397,0,0.21,T002,9,8,Designer,2.38,1,18/07/2024,0.44,Medium
